mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__weight_decay,param_classifier__learning_rate,param_classifier__latent_dim,param_classifier__hidden_dims,param_classifier__epochs,param_classifier__dropout_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
7.7983174324035645,2.1241145172070244,0.0029411792755126955,0.0005290646420153943,1e-06,0.0005,4,"(256, 128)",200,0.1,"{'classifier__weight_decay': 1e-06, 'classifier__learning_rate': 0.0005, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (256, 128), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.1}",0.7527069450694832,0.7975220545844165,0.7588299920592618,0.729161001185672,0.7469460791245608,0.757033214404679,0.02253841948001761,22
7.70879487991333,2.661437476409434,0.003430747985839844,0.0007536772125280202,1e-05,0.0005,4,"(256, 128)",400,0.1,"{'classifier__weight_decay': 1e-05, 'classifier__learning_rate': 0.0005, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (256, 128), 'classifier__epochs': 400, 'classifier__dropout_rate': 0.1}",0.763935955062272,0.7841043826348021,0.7462118327876341,0.7312549629613515,0.7466469417280353,0.754430815034819,0.018089382373199493,23
7.323096370697021,0.615640897291744,0.003716182708740234,0.0009122735232551757,0.0001,0.0005,8,"(256, 256)",200,0.2,"{'classifier__weight_decay': 0.0001, 'classifier__learning_rate': 0.0005, 'classifier__latent_dim': 8, 'classifier__hidden_dims': (256, 256), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.2}",0.7443895615209859,0.7578890689756448,0.7340342213181625,0.7670589898945948,0.7661778942902828,0.7539099471999341,0.012844574594020507,24
9.537992858886719,2.6158092573551968,0.003302860260009766,0.0006440895349011926,0.0001,0.0003,8,"(256, 128)",400,0.3,"{'classifier__weight_decay': 0.0001, 'classifier__learning_rate': 0.0003, 'classifier__latent_dim': 8, 'classifier__hidden_dims': (256, 128), 'classifier__epochs': 400, 'classifier__dropout_rate': 0.3}",0.7693525562128252,0.7752988654534378,0.7066658689669425,0.752537229008713,0.7626589507347903,0.7533026940753418,0.02451345981930711,25
5.915280294418335,1.6556054193408984,0.0027159690856933595,0.0004257106064238548,0.0001,0.0001,8,"(256, 256)",200,0.0,"{'classifier__weight_decay': 0.0001, 'classifier__learning_rate': 0.0001, 'classifier__latent_dim': 8, 'classifier__hidden_dims': (256, 256), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.0}",0.7355787738636795,0.7572092112562683,0.738341799828132,0.7668359965626395,0.764366753325864,0.7524665069673165,0.013078946591710402,26
10.280787754058839,1.7048045951076525,0.0030364036560058595,0.00040362702523632105,1e-05,0.0001,8,"(256, 256)",400,0.2,"{'classifier__weight_decay': 1e-05, 'classifier__learning_rate': 0.0001, 'classifier__latent_dim': 8, 'classifier__hidden_dims': (256, 256), 'classifier__epochs': 400, 'classifier__dropout_rate': 0.2}",0.7546046531802877,0.7599068866867541,0.7249458833255377,0.757062361988883,0.7600863691246695,0.7513212308612264,0.013341225889027678,27
7.801970434188843,1.1092935556761176,0.0027368545532226564,0.00024185049044614943,0.0001,0.0001,8,"(256, 256)",200,0.1,"{'classifier__weight_decay': 0.0001, 'classifier__learning_rate': 0.0001, 'classifier__latent_dim': 8, 'classifier__hidden_dims': (256, 256), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.1}",0.7500935298997468,0.745667946612133,0.7270344062394622,0.7599286421337742,0.7719485266123505,0.7509346102994933,0.014980935913256856,28
9.981152868270874,1.2467463268355263,0.0030128955841064453,0.0001639182089857929,1e-05,5e-05,8,"(256, 256)",200,0.2,"{'classifier__weight_decay': 1e-05, 'classifier__learning_rate': 5e-05, 'classifier__latent_dim': 8, 'classifier__hidden_dims': (256, 256), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.2}",0.7402471358162586,0.7660310450228975,0.7125235230770903,0.7614569622869326,0.7708172433673081,0.7502151819140974,0.021545241594575867,29
8.879253911972047,2.0207850011474786,0.002743244171142578,0.0003023250996237899,1e-06,0.0003,4,"(128, 64)",200,0.1,"{'classifier__weight_decay': 1e-06, 'classifier__learning_rate': 0.0003, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (128, 64), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.1}",0.7666578106954828,0.7567904189011323,0.6914968835322144,0.749263034232196,0.7755381753706584,0.7479492645463368,0.02959027212704724,30
13.398093271255494,3.0366494195260554,0.003139209747314453,0.000733384345018003,1e-06,0.0001,4,"(256, 128)",300,0.3,"{'classifier__weight_decay': 1e-06, 'classifier__learning_rate': 0.0001, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (256, 128), 'classifier__epochs': 300, 'classifier__dropout_rate': 0.3}",0.722479165875955,0.7579108244226649,0.7844252754783478,0.725522402671569,0.7483438665955988,0.7477363070088272,0.02272158033554942,31
5.822906827926635,0.3587427080737022,0.0030097007751464845,0.0003969269551945904,1e-06,0.0005,4,"(256, 128)",200,0.3,"{'classifier__weight_decay': 1e-06, 'classifier__learning_rate': 0.0005, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (256, 128), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.3}",0.7348955989437899,0.7711435750726088,0.7133719855108722,0.7426874503703866,0.7647474736487148,0.7453692167092744,0.02088322645191791,32
9.499541902542115,1.1418766824218514,0.0032858848571777344,0.00044797849872359484,1e-05,5e-05,4,"(256, 128)",400,0.0,"{'classifier__weight_decay': 1e-05, 'classifier__learning_rate': 5e-05, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (256, 128), 'classifier__epochs': 400, 'classifier__dropout_rate': 0.0}",0.7509014113526322,0.7711381362108538,0.720094418640067,0.7363457375640425,0.7440580435326495,0.7445075494600489,0.016810043462357174,33
18.090650653839113,1.843513655685609,0.002719259262084961,0.0002966494597948318,1e-06,0.0001,4,"(128, 64)",300,0.1,"{'classifier__weight_decay': 1e-06, 'classifier__learning_rate': 0.0001, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (128, 64), 'classifier__epochs': 300, 'classifier__dropout_rate': 0.1}",0.7639630651781404,0.743862244509469,0.6997150036440373,0.7477347140790376,0.754337492249622,0.7419225039320613,0.022176274420340022,34
8.037990045547485,1.5657893810199435,0.0031923294067382813,0.0008895940733360127,1e-06,0.0005,4,"(128, 64)",400,0.3,"{'classifier__weight_decay': 1e-06, 'classifier__learning_rate': 0.0005, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (128, 64), 'classifier__epochs': 400, 'classifier__dropout_rate': 0.3}",0.7936377980079488,0.7283560496459301,0.6820169474932287,0.7507152103207841,0.754821550945818,0.741909511282742,0.03658112155458352,35
9.595596075057983,1.04839608597514,0.002950429916381836,0.0002552238539428808,1e-05,0.0001,4,"(256, 256)",400,0.1,"{'classifier__weight_decay': 1e-05, 'classifier__learning_rate': 0.0001, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (256, 256), 'classifier__epochs': 400, 'classifier__dropout_rate': 0.1}",0.7291211442637706,0.7641002490998684,0.7053279089752097,0.7372866606476597,0.7450479163720617,0.7361767758717142,0.019292920262632556,36
10.328737258911133,0.08186332642306318,0.002929353713989258,0.00041651578650736055,0.0001,5e-05,4,"(128, 64)",200,0.3,"{'classifier__weight_decay': 0.0001, 'classifier__learning_rate': 5e-05, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (128, 64), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.3}",0.74490465372249,0.7185334653163786,0.7147752118436654,0.7375042151178601,0.7580304793812751,0.7347496050763338,0.016215126096437365,37
8.819598245620728,1.4647346716190512,0.003967714309692383,0.0014681422066302487,1e-05,0.0001,4,"(256, 256)",200,0.2,"{'classifier__weight_decay': 1e-05, 'classifier__learning_rate': 0.0001, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (256, 256), 'classifier__epochs': 200, 'classifier__dropout_rate': 0.2}",0.7303573655473805,0.7546203130608826,0.715482263871817,0.7294003111028924,0.7398102925019852,0.7339341092169915,0.012932653066788754,38
10.066930961608886,1.149914267673486,0.0032550811767578123,0.000814201079907324,0.0001,0.0001,4,"(256, 256)",300,0.2,"{'classifier__weight_decay': 0.0001, 'classifier__learning_rate': 0.0001, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (256, 256), 'classifier__epochs': 300, 'classifier__dropout_rate': 0.2}",0.7302923012692956,0.7545060969640274,0.694069465142335,0.7297483982552131,0.7437045175185737,0.730464155829889,0.020388415653419444,39
9.540889739990234,1.7527832610556824,0.0028375625610351563,0.0005161289365221349,1e-06,0.0001,4,"(256, 256)",300,0.2,"{'classifier__weight_decay': 1e-06, 'classifier__learning_rate': 0.0001, 'classifier__latent_dim': 4, 'classifier__hidden_dims': (256, 256), 'classifier__epochs': 300, 'classifier__dropout_rate': 0.2}",0.7305905125438507,0.7543646865583971,0.6930741534411679,0.7287639642775561,0.7393915001468492,0.7292369633935641,0.02022039433463856,40
